AuthorID,Author,Date,Content,Attachments,Reactions
"1135207490942935110","Integration","8/3/2023 10:40 PM","feast my win убил 2142 (Winchester Model 70, 87.7m)","",""
"1135207490942935110","Integration","8/3/2023 10:47 PM","Stilness убил MOJITO (CMMG Mk47 Mutant CQBR, 3.24m)","",""
"1135207490942935110","Integration","8/3/2023 10:51 PM","Stilness убил Dazaidur (CMMG Mk47 Mutant CQBR, 2.15m)","",""
"1135207490942935110","Integration","8/3/2023 11:21 PM","KEMSIT убил karma (МР-133, 48.37m)","",""
"1135207490942935110","Integration","8/3/2023 11:28 PM","Kasper 00 убил nigeras (FN SCAR-H, 7.57m)","",""
"1135207490942935110","Integration","8/3/2023 11:46 PM","Fortuna TV убил MOJITO (Топорик, 0.98m)","",""
"1135207490942935110","Integration","8/4/2023 12:12 AM","KEMSIT убил Ranger (Glock-19, 9.32m)","",""
"1135207490942935110","Integration","8/4/2023 12:23 AM","Kasper 00 убил JarhiP (FN SCAR-H, 4.2m)","",""
"1135207490942935110","Integration","8/4/2023 2:41 AM","Danjeon Master убил Rus (AK-74М, 14.57m)","",""
"1135207490942935110","Integration","8/4/2023 3:32 AM","Flow убил Danjeon Master (ДВЛ-10 М1 «Диверсант», 158.82m)","",""
"1135207490942935110","Integration","8/4/2023 3:41 AM","Rus убил Flow (Glock-19, 4.24m)","",""
"1135207490942935110","Integration","8/4/2023 4:16 PM","lanser1992 убил [N7] TurikDurik (ADAR 2-15, 4.72m)","",""
"1135207490942935110","Integration","8/4/2023 4:19 PM","[CB]DEBIL S ZAVODA убил BUCHABUTCHER (FN SCAR-L, 27.1m)","",""
"1135207490942935110","Integration","8/4/2023 4:54 PM","XozOstr убил [CB]DEBIL S ZAVODA (ADAR 2-15, 5.77m)","",""
"1135207490942935110","Integration","8/4/2023 4:54 PM","MOJITO убил XozOstr (AK-101, 2.01m)","",""
"1135207490942935110","Integration","8/4/2023 5:38 PM","No1 убил [K*o*T] (CMMG Mk47 Mutant, 54.1m)","",""
"1135207490942935110","Integration","8/4/2023 5:46 PM","Ubivate убил lanser1992 (ИЖ70-17A, 2.28m)","",""
"1135207490942935110","Integration","8/4/2023 6:57 PM","No1 убил [K*o*T] (CMMG Mk47 Mutant CQBR, 2.12m)","",""
"1135207490942935110","Integration","8/4/2023 7:06 PM","No1 убил GOODness (CMMG Mk47 Mutant CQBR, 1.72m)","",""
"1135207490942935110","Integration","8/4/2023 7:07 PM","[Zur]IIIvagin убил [Zur]Werr (Colt Python, 9.85m)","",""
"1135207490942935110","Integration","8/4/2023 7:33 PM","[Zur]Werr убил Kasper 00 (Тесак, 1.05m)","",""
"1135207490942935110","Integration","8/4/2023 8:16 PM","[Zur]Zhurbik убил [Zur]Werr (Glock-19, 2.74m)","",""
"1135207490942935110","Integration","8/4/2023 8:19 PM","[Zur]Zhurbik убил [Zur]IIIvagin (Glock-19, 1.92m)","",""
"1135207490942935110","Integration","8/4/2023 8:22 PM","Nemec убил alkaida (Glock-19, 2.43m)","",""
"1135207490942935110","Integration","8/4/2023 8:23 PM","Coclgirl убил Eddy55 (Бизон-2-02, 12.55m)","",""
"1135207490942935110","Integration","8/4/2023 8:23 PM","BANANA_MAN убил Kasper 00 (МР-133, 4.54m)","",""
"1135207490942935110","Integration","8/4/2023 8:28 PM","mickverywell убил k4ktuzz (ИЖ-43, 9.1m)","",""
"1135207490942935110","Integration","8/4/2023 8:28 PM","No1 убил BUCHABUTCHER (M4A1 CQBR, 14.65m)","",""
"1135207490942935110","Integration","8/4/2023 8:28 PM","No1 убил Siden (M4A1 CQBR, 6.17m)","",""
"1135207490942935110","Integration","8/4/2023 8:34 PM","ToNik убил Kasper 00 (ИЖ70-17A, 11.57m)","",""
"1135207490942935110","Integration","8/4/2023 8:47 PM","[Zur]Zhurbik убил drund cipollino (Каменный нож, 1.12m)","",""
"1135207490942935110","Integration","8/4/2023 8:51 PM","BUCHABUTCHER убил drund cipollino (МР-133, 10.34m)","",""
"1135207490942935110","Integration","8/4/2023 8:57 PM","[Zur]Zhurbik убил Siden (БK-12, 5.97m)","",""
"1135207490942935110","Integration","8/4/2023 8:58 PM","BUCHABUTCHER убил [Zur]Zhurbik (МР-133, 8.37m)","",""
"1135207490942935110","Integration","8/4/2023 10:14 PM","|| убил korlov102 (ОЦ-12 «Тисс», 8.72m)","",""
"1135207490942935110","Integration","8/4/2023 10:16 PM","alkaida убил Kasper 00 (Glock-19, 90.48m)","",""
