Date,Content,оружие,расстояние,имя игрока,жертва
2023-11-07 17:08:00,"Drotik убил pogranec (Каменный нож, 0.85m)",Каменный нож,0.85,Drotik,pogranec
2023-11-07 17:10:00,"alya-uylyu убил Drotik (Каменный нож, 1.18m)",Каменный нож,1.18,alya-uylyu,Drotik
2023-11-07 17:10:00,"[valyatsa]ELnapo убил olegfrayru (Боевой нож, 1.04m)",Боевой нож,1.04,[valyatsa]ELnapo,olegfrayru
2023-11-07 17:10:00,"*************************************************** убил ShiFFFrinski (Каменный нож, 0.42m)",Каменный нож,0.42,***************************************************,ShiFFFrinski
2023-11-07 17:10:00,"?????????????? убил [JuJuBe] Gafar (Боевой нож, 0.96m)",Боевой нож,0.96,??????????????,[JuJuBe] Gafar
2023-11-07 17:10:00,"?????????? ?????????????????????????? убил s0met1mes (Каменный нож, 1.28m)",Каменный нож,1.28,?????????? ??????????????????????????,s0met1mes
2023-11-07 17:10:00,"KinjaL Putina убил *************************************************** (Каменный нож, 1.15m)",Каменный нож,1.15,KinjaL Putina,***************************************************
2023-11-07 17:11:00,"Nigan убил DayZ (Боевой нож, 0.81m)",Боевой нож,0.81,Nigan,DayZ
2023-11-07 17:11:00,"Undead убил AllahHeKontrutsya (Каменный нож, 1.03m)",Каменный нож,1.03,Undead,AllahHeKontrutsya
2023-11-07 17:11:00,"Artsiom Shifrinsiy убил gjaba (Каменный нож, 0.85m)",Каменный нож,0.85,Artsiom Shifrinsiy,gjaba
2023-11-07 17:11:00,"DayZ убил AllahHeKontrutsya (Боевой нож, 1.65m)",Боевой нож,1.65,DayZ,AllahHeKontrutsya
2023-11-07 17:11:00,"DayZ убил KinjaL Putina (Боевой нож, 1.88m)",Боевой нож,1.88,DayZ,KinjaL Putina
2023-11-07 17:12:00,"Nigan убил Oxotnik (Боевой нож, 1.14m)",Боевой нож,1.14,Nigan,Oxotnik
2023-11-07 17:12:00,"alya-uylyu убил [MAD] CHURKA (Каменный нож, 1.15m)",Каменный нож,1.15,alya-uylyu,[MAD] CHURKA
2023-11-07 17:12:00,"[valyatsa]salazar убил Drotik (Каменный нож, 1.11m)",Каменный нож,1.11,[valyatsa]salazar,Drotik
2023-11-07 17:13:00,"alya-uylyu убил ? (МР-133, 13.5m)",МР-133,13.5,alya-uylyu,?
2023-11-07 17:13:00,"[MAD] CHURKA убил [JuJuBe] Gafar (Каменный нож, 1.34m)",Каменный нож,1.34,[MAD] CHURKA,[JuJuBe] Gafar
2023-11-07 17:14:00,"Artem2112 убил DayZ (Боевой нож, 1.62m)",Боевой нож,1.62,Artem2112,DayZ
2023-11-07 17:14:00,"Undead убил [valyatsa]ELnapo (Мотыга, 0.88m)",Мотыга,0.88,Undead,[valyatsa]ELnapo
2023-11-07 17:15:00,"Arab убил [MAD] CHURKA (Каменный нож, 1.1m)",Каменный нож,1.1,Arab,[MAD] CHURKA
2023-11-07 17:15:00,"Artem2112 убил Holod (Боевой нож, 0.6m)",Боевой нож,0.6,Artem2112,Holod
2023-11-07 17:16:00,"DayZ убил Arab (Боевой нож, 1.39m)",Боевой нож,1.39,DayZ,Arab
2023-11-07 17:16:00,"alya-uylyu убил Artem2112 (Каменный нож, 1.09m)",Каменный нож,1.09,alya-uylyu,Artem2112
2023-11-07 17:16:00,"Holod убил alya-uylyu (Каменный нож, 1.0m)",Каменный нож,1.0,Holod,alya-uylyu
2023-11-07 17:16:00,"?????????????? убил Ugolovnik (Боевой нож, 1.86m)",Боевой нож,1.86,??????????????,Ugolovnik
2023-11-07 17:16:00,"Nigan убил Oxotnik (Боевой нож, 1.73m)",Боевой нож,1.73,Nigan,Oxotnik
2023-11-07 17:17:00,"DayZ убил Arab (Боевой нож, 1.22m)",Боевой нож,1.22,DayZ,Arab
2023-11-07 17:17:00,"DayZ убил [valyatsa]ELnapo (Боевой нож, 1.22m)",Боевой нож,1.22,DayZ,[valyatsa]ELnapo
2023-11-07 17:17:00,":clown: убил Bloody (Каменный нож, 1.45m)",Каменный нож,1.45,:clown:,Bloody
2023-11-07 17:17:00,"*************************************************** убил Artsiom Shifrinsiy (Каменный нож, 1.06m)",Каменный нож,1.06,***************************************************,Artsiom Shifrinsiy
2023-11-07 17:17:00,"?????????????? убил Lapa (Боевой нож, 1.34m)",Боевой нож,1.34,??????????????,Lapa
2023-11-07 17:18:00,"F 13 убил NeKroYn (ИЖ-43, 15.8m)",ИЖ-43,15.8,F 13,NeKroYn
2023-11-07 17:18:00,"DayZ убил Afabazol (Боевой нож, 1.5m)",Боевой нож,1.5,DayZ,Afabazol
2023-11-07 17:18:00,"*************************************************** убил dimOhka  (ИЖ-18МН, 35.78m)",ИЖ-18МН,35.78,***************************************************,dimOhka 
2023-11-07 17:18:00,"Stepanov убил Yasosy_Biby (Каменный нож, 1.08m)",Каменный нож,1.08,Stepanov,Yasosy_Biby
2023-11-07 17:18:00,"Drocheslav sin Sergeya убил Oxotnik (Каменный нож, 1.28m)",Каменный нож,1.28,Drocheslav sin Sergeya,Oxotnik
2023-11-07 17:18:00,"Stepanov убил Drocheslav sin Sergeya (Каменный нож, 1.14m)",Каменный нож,1.14,Stepanov,Drocheslav sin Sergeya
2023-11-07 17:19:00,":clown: убил Ugolovnik (Каменный нож, 1.97m)",Каменный нож,1.97,:clown:,Ugolovnik
2023-11-07 17:19:00,"?????????????? убил {SW} Meshyanin (Боевой нож, 0.9m)",Боевой нож,0.9,??????????????,{SW} Meshyanin
2023-11-07 17:19:00,"Stepanov убил [valyatsa]ELnapo (Каменный нож, 0.79m)",Каменный нож,0.79,Stepanov,[valyatsa]ELnapo
2023-11-07 17:22:00,"Xuesos убил Artem2112 (Ruger 10/22, 1.3m)",Ruger 10/22,1.3,Xuesos,Artem2112
2023-11-07 17:22:00,"Yasosy_Biby убил oDino4ka (Каменный нож, 1.83m)",Каменный нож,1.83,Yasosy_Biby,oDino4ka
2023-11-07 17:22:00,"Perez убил KinjaL Putina (МР-133, 3.29m)",МР-133,3.29,Perez,KinjaL Putina
2023-11-07 17:22:00,"AllahHeKontrutsya убил pogranec (Серп, 1.15m)",Серп,1.15,AllahHeKontrutsya,pogranec
2023-11-07 17:23:00,"Tokar Sergey1982 убил pogranec (Каменный нож, 1.48m)",Каменный нож,1.48,Tokar Sergey1982,pogranec
2023-11-07 17:23:00,"Horror убил [}|{KX] Chuvirla (Боевой нож, 1.67m)",Боевой нож,1.67,Horror,[}|{KX] Chuvirla
2023-11-07 17:23:00,"Artsiom Shifrinsiy убил George Pig (ИЖ-18, 13.8m)",ИЖ-18,13.8,Artsiom Shifrinsiy,George Pig
2023-11-07 17:24:00,"Oxotnik убил Undead (CZ-527, 10.64m)",CZ-527,10.64,Oxotnik,Undead
2023-11-07 17:24:00,"Artem2112 убил pogranec (Боевой нож, 1.61m)",Боевой нож,1.61,Artem2112,pogranec
2023-11-07 17:26:00,"Stepanov убил ????????_?????????? (Гаечный ключ, 1.24m)",Гаечный ключ,1.24,Stepanov,????????_??????????
2023-11-07 17:30:00,"[S-POOL]Efiop убил [MAD] CHURKA (ИЖ70-17A, 3.62m)",ИЖ70-17A,3.62,[S-POOL]Efiop,[MAD] CHURKA
2023-11-07 17:30:00,"GONE DONE  убил [PMC BEAR] A kada ne delal (МР-133, 2.01m)",МР-133,2.01,GONE DONE ,[PMC BEAR] A kada ne delal
2023-11-07 17:31:00,"Arab убил [BBC]ODI  (Winchester Model 1892, 1.91m)",Winchester Model 1892,1.91,Arab,[BBC]ODI 
2023-11-07 17:31:00,":clown: убил Oxotnik (МР-133, 3.6m)",МР-133,3.6,:clown:,Oxotnik
2023-11-07 17:31:00,"Arab убил [BBC]Yurnero (Winchester Model 1892, 1.66m)",Winchester Model 1892,1.66,Arab,[BBC]Yurnero
2023-11-07 17:34:00,"Stepanov убил [BBC]Yurnero (Каменный нож, 1.14m)",Каменный нож,1.14,Stepanov,[BBC]Yurnero
2023-11-07 17:36:00,"Undead убил Oxotnik (Каменный нож, 1.81m)",Каменный нож,1.81,Undead,Oxotnik
2023-11-07 17:36:00,"NARUTO убил [PMC BEAR] A kada ne delal (Каменный нож, 0.85m)",Каменный нож,0.85,NARUTO,[PMC BEAR] A kada ne delal
2023-11-07 17:38:00,"[BBC]GuGu убил Undead (Ruger 10/22, 18.46m)",Ruger 10/22,18.46,[BBC]GuGu,Undead
2023-11-07 17:39:00,"pogranec убил Stepanov (Каменный нож, 1.41m)",Каменный нож,1.41,pogranec,Stepanov
2023-11-07 17:40:00,"CCCPSAS убил KinjaL Putina (ВПО-190 «Горностай», 29.42m)",ВПО-190 «Горностай»,29.42,CCCPSAS,KinjaL Putina
2023-11-07 17:40:00,"Gosha Ledokol убил CCCPSAS (МР-133, 9.54m)",МР-133,9.54,Gosha Ledokol,CCCPSAS
2023-11-07 17:40:00,"Nigan убил Gosha Ledokol (Боевой нож, 0.65m)",Боевой нож,0.65,Nigan,Gosha Ledokol
2023-11-07 17:43:00,"?????????? ?????????????????????????? убил koffe? (ИЖ-43, 5.23m)",ИЖ-43,5.23,?????????? ??????????????????????????,koffe?
2023-11-07 17:55:00,"OK убил inactiveddd (Каменный нож, 1.01m)",Каменный нож,1.01,OK,inactiveddd
2023-11-07 17:57:00,"Artem2112 убил Horror (АКС-74У, 6.55m)",АКС-74У,6.55,Artem2112,Horror
2023-11-07 17:58:00,"inactiveddd убил Fivb (Каменный нож, 1.49m)",Каменный нож,1.49,inactiveddd,Fivb
2023-11-07 18:01:00,"[BBC]Yurnero убил ALLmenHI (Ruger 10/22, 1.17m)",Ruger 10/22,1.17,[BBC]Yurnero,ALLmenHI
2023-11-07 18:02:00,"inactiveddd убил DK (Каменный нож, 1.05m)",Каменный нож,1.05,inactiveddd,DK
2023-11-07 18:02:00,"[BBC]GuGu убил Splash (Бинт, 1.07m)",Бинт,1.07,[BBC]GuGu,Splash
2023-11-07 18:02:00,"Ugolovnik убил R1sE1243 (ИЖ-43, 11.63m)",ИЖ-43,11.63,Ugolovnik,R1sE1243
2023-11-07 18:06:00,"[IZGOY]Kasuga убил extin (МР-133, 3.79m)",МР-133,3.79,[IZGOY]Kasuga,extin
2023-11-07 18:07:00,"inactiveddd убил DK (Каменный нож, 1.26m)",Каменный нож,1.26,inactiveddd,DK
2023-11-07 18:10:00,"alya-uylyu убил gjaba (Ruger Mk II, 1.39m)",Ruger Mk II,1.39,alya-uylyu,gjaba
2023-11-07 18:12:00,"ZloiLis убил Splash (Glock-19, 17.04m)",Glock-19,17.04,ZloiLis,Splash
2023-11-07 18:12:00,"alya-uylyu убил F 13 (CZ-527, 122.67m)",CZ-527,122.67,alya-uylyu,F 13
2023-11-07 18:13:00,"[PMC BEAR] A kada ne delal убил ZloiLis (ИЖ70-17A, 0.84m)",ИЖ70-17A,0.84,[PMC BEAR] A kada ne delal,ZloiLis
2023-11-07 18:13:00,"-Anzi-[CHSVSHKA] убил rafkinss (Винтовка Мосина, 27.89m)",Винтовка Мосина,27.89,-Anzi-[CHSVSHKA],rafkinss
2023-11-07 18:16:00,"DayZ убил BlackRevengess (Винтовка Мосина, 17.96m)",Винтовка Мосина,17.96,DayZ,BlackRevengess
2023-11-07 18:17:00,"Holod убил DayZ (Винтовка Мосина, 4.75m)",Винтовка Мосина,4.75,Holod,DayZ
2023-11-07 18:18:00,"DK убил Artem2112 (Glock-19, 5.01m)",Glock-19,5.01,DK,Artem2112
2023-11-07 18:18:00,"DayZ убил |RecLaiT| (Боевой нож, 1.84m)",Боевой нож,1.84,DayZ,|RecLaiT|
2023-11-07 18:22:00,"CCCPSAS убил OK (ИЖ-18МН, 3.29m)",ИЖ-18МН,3.29,CCCPSAS,OK
2023-11-07 18:23:00,"alya-uylyu убил Holod (ИЖ-43, 17.3m)",ИЖ-43,17.3,alya-uylyu,Holod
2023-11-07 18:25:00,"Ugolovnik убил AllahHeKontrutsya (ADAR 2-15, 63.9m)",ADAR 2-15,63.9,Ugolovnik,AllahHeKontrutsya
2023-11-07 18:26:00,"OK убил Holod (Каменный нож, 1.01m)",Каменный нож,1.01,OK,Holod
2023-11-07 18:26:00,"DayZ убил Holod (Боевой нож, 1.28m)",Боевой нож,1.28,DayZ,Holod
2023-11-07 18:27:00,"Ugolovnik убил De_Bill (Steyr Scout, 56.74m)",Steyr Scout,56.74,Ugolovnik,De_Bill
2023-11-07 18:28:00,"PykuHaKaIIoT*** убил Ugolovnik (Застава М59/66, 6.96m)",Застава М59/66,6.96,PykuHaKaIIoT***,Ugolovnik
2023-11-07 18:31:00,"KinjaL Putina убил Ugolovnik (ИЖ-43, 8.13m)",ИЖ-43,8.13,KinjaL Putina,Ugolovnik
2023-11-07 18:31:00,"Arab убил extin (Застава М59/66, 24.59m)",Застава М59/66,24.59,Arab,extin
2023-11-07 18:31:00,"[}|{KX] HizI убил alya-uylyu (CZ-527, 44.68m)",CZ-527,44.68,[}|{KX] HizI,alya-uylyu
2023-11-07 18:32:00,"Attstek убил Ugolovnik (Каменный нож, 0.89m)",Каменный нож,0.89,Attstek,Ugolovnik
2023-11-07 18:33:00,"DayZ убил Attstek (Боевой нож, 0.83m)",Боевой нож,0.83,DayZ,Attstek
2023-11-07 18:39:00,"Arab убил s0met1mes (Застава М59/66, 72.77m)",Застава М59/66,72.77,Arab,s0met1mes
2023-11-07 18:40:00,"Artem2112 убил s0met1mes (Боевой нож, 1.04m)",Боевой нож,1.04,Artem2112,s0met1mes
2023-11-07 18:41:00,"[IZGOY]Kasuga убил ALLmenHI (МР-133, 2.79m)",МР-133,2.79,[IZGOY]Kasuga,ALLmenHI
2023-11-07 18:43:00,"?????????? ?????????????????????????? убил FAIL   EPICDROP.on (Steyr Scout, 84.52m)",Steyr Scout,84.52,?????????? ??????????????????????????,FAIL   EPICDROP.on
2023-11-07 18:44:00,"[BBC]GuGu убил ?????????? ?????????????????????????? (CZ-527, 86.01m)",CZ-527,86.01,[BBC]GuGu,?????????? ??????????????????????????
2023-11-07 18:44:00,"Artem2112 убил ?????????? ?????????????????????????? (Боевой нож, 1.72m)",Боевой нож,1.72,Artem2112,?????????? ??????????????????????????
2023-11-07 18:45:00,"-Anzi-[CHSVSHKA] убил BouH (Винтовка Мосина, 21.62m)",Винтовка Мосина,21.62,-Anzi-[CHSVSHKA],BouH
2023-11-07 18:46:00,"[JuJuBe]zames убил VOVIK1646 (МР-133, 22.16m)",МР-133,22.16,[JuJuBe]zames,VOVIK1646
2023-11-07 18:50:00,"Artem2112 убил [PMC BEAR] A kada ne delal (Боевой нож, 1.0m)",Боевой нож,1.0,Artem2112,[PMC BEAR] A kada ne delal
2023-11-07 18:52:00,"[PMC BEAR] A kada ne delal убил VOVIK1646 (Каменный нож, 1.63m)",Каменный нож,1.63,[PMC BEAR] A kada ne delal,VOVIK1646
2023-11-07 18:57:00,"[BBC]ODI  убил DrScalp (SSG 82, 48.69m)",SSG 82,48.69,[BBC]ODI ,DrScalp
2023-11-07 19:13:00,"[BBC]Yurnero убил PINguin (ВПО-190 «Горностай», 21.86m)",ВПО-190 «Горностай»,21.86,[BBC]Yurnero,PINguin
2023-11-07 19:14:00,"kaban911 убил SOS_ok ** ******* (Каменный нож, 1.89m)",Каменный нож,1.89,kaban911,SOS_ok ** *******
2023-11-07 19:17:00,"Ugolovnik убил Perez (AK-101, 30.26m)",AK-101,30.26,Ugolovnik,Perez
2023-11-07 19:18:00,"-Anzi-[CHSVSHKA] убил NeKroYn (Blaser B95 Luxus, 47.19m)",Blaser B95 Luxus,47.19,-Anzi-[CHSVSHKA],NeKroYn
2023-11-07 19:19:00,"[BBC]ODI  убил zagagula (SSG 82, 112.9m)",SSG 82,112.9,[BBC]ODI ,zagagula
2023-11-07 19:23:00,"[valyatsa]Selfik убил Yzoop (Винтовка Мосина, 50.62m)",Винтовка Мосина,50.62,[valyatsa]Selfik,Yzoop
2023-11-07 19:23:00,"Stepanov убил NeKroYn (Каменный нож, 1.42m)",Каменный нож,1.42,Stepanov,NeKroYn
2023-11-07 19:24:00,"PykuHaKaIIoT*** убил [}|{KX] Chuvirla (CZ-527, 56.86m)",CZ-527,56.86,PykuHaKaIIoT***,[}|{KX] Chuvirla
2023-11-07 19:25:00,"Sidr убил SOS_ok ** ******* (Каменный нож, 1.64m)",Каменный нож,1.64,Sidr,SOS_ok ** *******
2023-11-07 19:25:00,"Sidr убил OOO  (Каменный нож, 1.89m)",Каменный нож,1.89,Sidr,OOO 
2023-11-07 19:25:00,"[valyatsa]Selfik убил [}|{KX] HizI (МР-133, 6.02m)",МР-133,6.02,[valyatsa]Selfik,[}|{KX] HizI
2023-11-07 19:27:00,"[valyatsa]Selfik убил [ }|{KX ] IgorBoec1980 (Винтовка Мосина, 85.5m)",Винтовка Мосина,85.5,[valyatsa]Selfik,[ }|{KX ] IgorBoec1980
2023-11-07 19:30:00,"Stepanov убил VOVIK1646 (Кувалда, 1.13m)",Кувалда,1.13,Stepanov,VOVIK1646
2023-11-07 19:30:00,") убил Lapa (Винтовка Мосина, 42.21m)",Винтовка Мосина,42.21,),Lapa
2023-11-07 19:30:00,"[ }|{KX ] IgorBoec1980 убил skaZZka (Нож для стейка, 1.66m)",Нож для стейка,1.66,[ }|{KX ] IgorBoec1980,skaZZka
2023-11-07 19:32:00,"Yzoop убил SOS_ok ** ******* (МР-133, 5.39m)",МР-133,5.39,Yzoop,SOS_ok ** *******
2023-11-07 19:32:00,"OOO  убил Yzoop (ИЖ70-17A, 3.6m)",ИЖ70-17A,3.6,OOO ,Yzoop
2023-11-07 19:32:00,"[}|{KX] Chuvirla убил OOO  (Кувалда, 1.34m)",Кувалда,1.34,[}|{KX] Chuvirla,OOO 
2023-11-07 19:33:00,"CENTURION убил [D6]Gospodin_zlo (МР-133, 11.5m)",МР-133,11.5,CENTURION,[D6]Gospodin_zlo
2023-11-07 19:34:00,":clown: убил [}|{KX] Chuvirla (Desert Eagle, 1.81m)",Desert Eagle,1.81,:clown:,[}|{KX] Chuvirla
2023-11-07 19:34:00,":clown: убил [}|{KX] HizI (Desert Eagle, 1.63m)",Desert Eagle,1.63,:clown:,[}|{KX] HizI
2023-11-07 19:43:00,"Jerann убил Belochkin131 (AK-105, 54.73m)",AK-105,54.73,Jerann,Belochkin131
2023-11-07 19:43:00,"Jerann убил DEREKTOR (AK-105, 13.35m)",AK-105,13.35,Jerann,DEREKTOR
2023-11-07 19:44:00,"Arab убил Splash (Застава М59/66, 1.13m)",Застава М59/66,1.13,Arab,Splash
2023-11-07 19:50:00,"Attstek убил ShiFFFrinski (Винтовка Мосина, 164.91m)",Винтовка Мосина,164.91,Attstek,ShiFFFrinski
2023-11-07 19:51:00,"Artsiom Shifrinsiy убил Attstek (Winchester Model 70, 212.75m)",Winchester Model 70,212.75,Artsiom Shifrinsiy,Attstek
2023-11-07 19:53:00,"NeKroYn убил Lapa (MP5K, 19.64m)",MP5K,19.64,NeKroYn,Lapa
2023-11-07 19:58:00,"[ }|{KX ] IgorBoec1980 убил div 12 player antony~~ (ИЖ-43, 11.26m)",ИЖ-43,11.26,[ }|{KX ] IgorBoec1980,div 12 player antony~~
2023-11-07 19:58:00,"CENTURION убил [ }|{KX ] IgorBoec1980 (МР-133, 5.67m)",МР-133,5.67,CENTURION,[ }|{KX ] IgorBoec1980
2023-11-07 19:58:00,"[ }|{KX ] IgorBoec1980 убил CENTURION (ИЖ-43, 5.67m)",ИЖ-43,5.67,[ }|{KX ] IgorBoec1980,CENTURION
2023-11-07 19:59:00,"DayZ убил Artsiom Shifrinsiy (CZ-527, 38.55m)",CZ-527,38.55,DayZ,Artsiom Shifrinsiy
2023-11-07 20:00:00,"Arab убил s0met1mes (Застава М59/66, 7.19m)",Застава М59/66,7.19,Arab,s0met1mes
2023-11-07 20:01:00,"9KUT убил Horror (ИЖ-43, 9.46m)",ИЖ-43,9.46,9KUT,Horror
2023-11-07 20:08:00,"-NiRVANA- убил Horny (Ruger Mk II, 3.68m)",Ruger Mk II,3.68,-NiRVANA-,Horny
2023-11-07 20:15:00,"Mendi убил kaban911 (Blaser B95 Luxus, 47.29m)",Blaser B95 Luxus,47.29,Mendi,kaban911
2023-11-07 20:15:00,"9KUT убил SOS_ok ** ******* (ИЖ-18МН, 40.98m)",ИЖ-18МН,40.98,9KUT,SOS_ok ** *******
2023-11-07 20:15:00,"Jerann убил CCCPSAS (AK-105, 5.48m)",AK-105,5.48,Jerann,CCCPSAS
2023-11-07 20:17:00,"[BBC]ODI  убил FATHER (Каменный нож, 1.7m)",Каменный нож,1.7,[BBC]ODI ,FATHER
2023-11-07 20:17:00,"[D6]Gospodin_zlo убил 9KUT (ИЖ70-17A, 1.54m)",ИЖ70-17A,1.54,[D6]Gospodin_zlo,9KUT
2023-11-07 20:17:00,"NeKroYn убил Artsiom Shifrinsiy (MP5K, 4.86m)",MP5K,4.86,NeKroYn,Artsiom Shifrinsiy
2023-11-07 20:18:00,"FAIL   EPICDROP.on убил CCCPSAS (Каменный нож, 0.9m)",Каменный нож,0.9,FAIL   EPICDROP.on,CCCPSAS
2023-11-07 20:23:00,"[BBC]ODI  убил 9KUT (Каменный нож, 1.07m)",Каменный нож,1.07,[BBC]ODI ,9KUT
2023-11-07 20:26:00,"TROFIM убил FAIL   EPICDROP.on (UMP-45, 1.9m)",UMP-45,1.9,TROFIM,FAIL   EPICDROP.on
2023-11-07 20:33:00,"NeKroYn убил Perez (Steyr Scout, 5.79m)",Steyr Scout,5.79,NeKroYn,Perez
2023-11-07 20:33:00,"BERS убил NeKroYn (Winchester Model 1892, 25.66m)",Winchester Model 1892,25.66,BERS,NeKroYn
2023-11-07 20:41:00,"VitaIlita убил [ }|{KX ] IgorBoec1980 (МР-133, 5.26m)",МР-133,5.26,VitaIlita,[ }|{KX ] IgorBoec1980
2023-11-07 20:41:00,"Yzoop убил VitaIlita (МР-133, 14.01m)",МР-133,14.01,Yzoop,VitaIlita
2023-11-07 20:41:00,"KrOkOdIlDo убил ***MuLtIk*** (Каменный нож, 1.1m)",Каменный нож,1.1,KrOkOdIlDo,***MuLtIk***
2023-11-07 20:42:00,"9KUT убил FAIL   EPICDROP.on (Glock-19, 4.68m)",Glock-19,4.68,9KUT,FAIL   EPICDROP.on
2023-11-07 20:43:00,"[ }|{KX ] IgorBoec1980 убил ShiFFFrinski (Каменный нож, 0.67m)",Каменный нож,0.67,[ }|{KX ] IgorBoec1980,ShiFFFrinski
2023-11-07 20:44:00,"[JuJuBe] KisaTraxova228 убил ***MuLtIk*** (Каменный нож, 1.2m)",Каменный нож,1.2,[JuJuBe] KisaTraxova228,***MuLtIk***
2023-11-07 20:46:00,"[JuJuBe] KisaTraxova228 убил ***MuLtIk*** (Каменный нож, 0.63m)",Каменный нож,0.63,[JuJuBe] KisaTraxova228,***MuLtIk***
2023-11-07 20:49:00,"KinjaL Putina убил FATHER (МР-133, 17.59m)",МР-133,17.59,KinjaL Putina,FATHER
2023-11-07 20:49:00,"SIGA убил -Anzi-[CHSVSHKA] (Застава М59/66, 1.72m)",Застава М59/66,1.72,SIGA,-Anzi-[CHSVSHKA]
2023-11-07 20:51:00,"Attstek убил SIGA (Blaser B95 Luxus, 74.71m)",Blaser B95 Luxus,74.71,Attstek,SIGA
2023-11-07 20:55:00,"KoroBo4ka убил [JuJuBe] KisaTraxova228 (ИЖ70-17A, 4.56m)",ИЖ70-17A,4.56,KoroBo4ka,[JuJuBe] KisaTraxova228
2023-11-07 20:56:00,"!!!GrIzZly!!! убил ShiFFFrinski (Лом, 1.02m)",Лом,1.02,!!!GrIzZly!!!,ShiFFFrinski
2023-11-07 20:58:00,"KrOkOdIlDo убил Gosha Ledokol (ИЖ-43, 1.64m)",ИЖ-43,1.64,KrOkOdIlDo,Gosha Ledokol
2023-11-07 21:01:00,"s0met1mes убил Horror (ИЖ-43, 4.36m)",ИЖ-43,4.36,s0met1mes,Horror
2023-11-07 21:05:00,"skaZZka убил GONE DONE  (SSG 82, 105.09m)",SSG 82,105.09,skaZZka,GONE DONE 
2023-11-07 21:09:00,"dafudory убил [BBC]GuGu (CZ-550 Lux, 41.09m)",CZ-550 Lux,41.09,dafudory,[BBC]GuGu
2023-11-07 21:10:00,"dafudory убил [BBC]Yurnero (Застава М59/66, 19.81m)",Застава М59/66,19.81,dafudory,[BBC]Yurnero
2023-11-07 21:12:00,"Attstek убил NeKroYn (ВПО-136 ""Вепрь-КМ"", 18.72m)","ВПО-136 ""Вепрь-КМ""",18.72,Attstek,NeKroYn
2023-11-07 21:18:00,"F 13 убил AlpHi (Каменный нож, 1.55m)",Каменный нож,1.55,F 13,AlpHi
2023-11-07 21:18:00,"Fivb убил zagagula (CZ-527, 84.66m)",CZ-527,84.66,Fivb,zagagula
2023-11-07 21:18:00,"Fivb убил ALLmenHI (CZ-527, 77.54m)",CZ-527,77.54,Fivb,ALLmenHI
2023-11-07 21:19:00,"[IZGOY] xhunter убил ***MuLtIk*** (МР-133, 4.69m)",МР-133,4.69,[IZGOY] xhunter,***MuLtIk***
2023-11-07 21:20:00,"Fivb убил Wa1demar (CZ-527, 98.45m)",CZ-527,98.45,Fivb,Wa1demar
2023-11-07 21:25:00,"[BBC]GuGu убил Sidr (ВПО-190 «Горностай», 51.09m)",ВПО-190 «Горностай»,51.09,[BBC]GuGu,Sidr
2023-11-07 21:27:00,"[JuJuBe]zames убил MrAlexpiece (Застава М59/66, 29.93m)",Застава М59/66,29.93,[JuJuBe]zames,MrAlexpiece
2023-11-07 21:27:00,"Sidr убил Freedom (Каменный нож, 1.09m)",Каменный нож,1.09,Sidr,Freedom
2023-11-07 21:28:00,"angr1bro убил [}|{KX]      ....OG | LAKATEL.... 2010 (Каменный нож, 1.7m)",Каменный нож,1.7,angr1bro,[}|{KX]      ....OG | LAKATEL.... 2010
2023-11-07 21:28:00,"Attstek убил KrOkOdIlDo (Blaser B95 Luxus, 99.77m)",Blaser B95 Luxus,99.77,Attstek,KrOkOdIlDo
2023-11-07 21:31:00,"Insane убил [}|{KX]      ....OG | LAKATEL.... 2010 (Каменный нож, 1.41m)",Каменный нож,1.41,Insane,[}|{KX]      ....OG | LAKATEL.... 2010
2023-11-07 21:31:00,"-Anzi-[CHSVSHKA] убил Artsiom Shifrinsiy (Винтовка Мосина, 86.09m)",Винтовка Мосина,86.09,-Anzi-[CHSVSHKA],Artsiom Shifrinsiy
2023-11-07 21:31:00,"Bajuja убил [IV]Palyanutsya (Каменный нож, 1.05m)",Каменный нож,1.05,Bajuja,[IV]Palyanutsya
2023-11-07 21:31:00,"Jerann убил [JuJuBe]zames (AK-105, 18.37m)",AK-105,18.37,Jerann,[JuJuBe]zames
2023-11-07 21:31:00,"Jerann убил [JuJuBe] Gafar (AK-105, 7.63m)",AK-105,7.63,Jerann,[JuJuBe] Gafar
2023-11-07 21:32:00,"s0met1mes убил Ariez (MP-443 «Грач», 33.23m)",MP-443 «Грач»,33.23,s0met1mes,Ariez
2023-11-07 21:35:00,"Nag убил [}|{KX]      ....OG | LAKATEL.... 2010 (Škorpion vz. 64, 6.0m)",Škorpion vz. 64,6.0,Nag,[}|{KX]      ....OG | LAKATEL.... 2010
2023-11-07 21:35:00,"VitaIlita убил [Curator] Knyaz (ИЖ70-17A, 3.95m)",ИЖ70-17A,3.95,VitaIlita,[Curator] Knyaz
2023-11-07 21:39:00,"[Curator] Knyaz убил ShiFFFrinski (Топор пожарного, 1.64m)",Топор пожарного,1.64,[Curator] Knyaz,ShiFFFrinski
2023-11-07 21:40:00,"KrOkOdIlDo убил [IV]Palyanutsya (Охотничий нож, 0.95m)",Охотничий нож,0.95,KrOkOdIlDo,[IV]Palyanutsya
2023-11-07 21:41:00,"KrOkOdIlDo убил PuPs1K (Охотничий нож, 1.93m)",Охотничий нож,1.93,KrOkOdIlDo,PuPs1K
