Date,Content,оружие,расстояние,имя игрока,жертва
2023-11-12 18:06:42,"hidan001 убил Shirokiy (Ruger 10/22, 19.05m)",Ruger 10/22,19.05,hidan001,Shirokiy
2023-11-12 18:07:58,"YoungThug убил Legioner  (ПБ, 0.8m)",ПБ,0.8,YoungThug,Legioner 
2023-11-12 18:12:13,"intel xeon DAGESTAN  убил ArIsToKrAtIk (Винтовка Мосина, 46.59m)",Винтовка Мосина,46.59,intel xeon DAGESTAN ,ArIsToKrAtIk
2023-11-12 18:13:32,"intel xeon DAGESTAN  убил 228 (CMMG Mk47 Mutant, 10.75m)",CMMG Mk47 Mutant,10.75,intel xeon DAGESTAN ,228
2023-11-12 18:13:38,"Danzeku убил teryles (Топор пожарного, 0.94m)",Топор пожарного,0.94,Danzeku,teryles
2023-11-12 18:15:23,"RASUL BIGBOSS убил Shirokiy (Нож для стейка, 1.46m)",Нож для стейка,1.46,RASUL BIGBOSS,Shirokiy
2023-11-12 18:17:27,"HardOnix убил Rimas (M24, 28.57m)",M24,28.57,HardOnix,Rimas
2023-11-12 18:19:10,"Kill""em""all убил mrcl (Colt M1911, 1.17m)",Colt M1911,1.17,"Kill""em""all",mrcl
2023-11-12 18:19:31,"intel xeon DAGESTAN  убил 4- (CMMG Mk47 Mutant, 3.81m)",CMMG Mk47 Mutant,3.81,intel xeon DAGESTAN ,4-
2023-11-12 18:22:41,"Bloody убил andra (ИЖ-43, 24.07m)",ИЖ-43,24.07,Bloody,andra
2023-11-12 18:24:12,"Kill""em""all убил karma (ADAR 2-15, 6.88m)",ADAR 2-15,6.88,"Kill""em""all",karma
2023-11-12 18:24:18,"smertoval убил Kill""em""all (МР-133, 3.24m)",МР-133,3.24,smertoval,"Kill""em""all"
2023-11-12 18:25:34,"zhopa KABANA убил FunYellow (Арбалет, 2.3m)",Арбалет,2.3,zhopa KABANA,FunYellow
2023-11-12 18:28:11,"zhopa KABANA убил kosmos_d4 (Арбалет, 2.86m)",Арбалет,2.86,zhopa KABANA,kosmos_d4
2023-11-12 18:30:45,"Xmrfredi убил Bars (Каменный нож, 1.05m)",Каменный нож,1.05,Xmrfredi,Bars
2023-11-12 18:30:46,"[PMC BEAR] A kada ne delal убил CkBom (M4A1, 15.98m)",M4A1,15.98,[PMC BEAR] A kada ne delal,CkBom
2023-11-12 18:31:34,"yund14 убил dm.cemuh (Каменный нож, 1.04m)",Каменный нож,1.04,yund14,dm.cemuh
2023-11-12 18:32:02,"slemchik03 убил yund14 (ИЖ-18МН, 1.24m)",ИЖ-18МН,1.24,slemchik03,yund14
2023-11-12 18:38:37,"xXx убил Artezeth (SSG 82, 91.44m)",SSG 82,91.44,xXx,Artezeth
2023-11-12 18:40:03,"dm.cemuh убил Monarch (Каменный нож, 1.2m)",Каменный нож,1.2,dm.cemuh,Monarch
2023-11-12 18:40:23,"Bars убил Doza (Каменный нож, 0.89m)",Каменный нож,0.89,Bars,Doza
2023-11-12 18:42:49,"zhopa KABANA убил Xmrfredi (Арбалет, 1.87m)",Арбалет,1.87,zhopa KABANA,Xmrfredi
2023-11-12 18:47:06,"[OWL] Sytener убил Yasosy_Biby (Glock-19, 0.89m)",Glock-19,0.89,[OWL] Sytener,Yasosy_Biby
2023-11-12 18:50:44,"hapocka убил TJLANS (МР-133, 1.11m)",МР-133,1.11,hapocka,TJLANS
2023-11-12 18:52:18,"GRUVCHIE убил live long Andy (Blaser B95 Luxus, 98.91m)",Blaser B95 Luxus,98.91,GRUVCHIE,live long Andy
2023-11-12 18:52:29,"HardOnix убил *** (M24, 34.83m)",M24,34.83,HardOnix,***
2023-11-12 19:07:39,"HardOnix убил Rimas (FN SCAR-L, 8.2m)",FN SCAR-L,8.2,HardOnix,Rimas
2023-11-12 19:11:40,"Sanch убил OwnedOmg (АН-94 «Абакан», 2.96m)",АН-94 «Абакан»,2.96,Sanch,OwnedOmg
2023-11-12 19:16:27,"CkBom убил Warrior (ИЖ-18МН, 85.52m)",ИЖ-18МН,85.52,CkBom,Warrior
2023-11-12 19:16:43,"karma убил siska4you (UMP-45, 2.08m)",UMP-45,2.08,karma,siska4you
2023-11-12 19:17:32,"YoungThug убил lil ich (Застава М59/66, 8.11m)",Застава М59/66,8.11,YoungThug,lil ich
2023-11-12 19:17:40,"YoungThug убил Vadimos (Застава М59/66, 26.19m)",Застава М59/66,26.19,YoungThug,Vadimos
2023-11-12 19:18:39,"crystal убил mrcl (CZ-527, 89.84m)",CZ-527,89.84,crystal,mrcl
2023-11-12 19:19:14,"batya убил slemchik03 (Н&К-416, 27.5m)",Н&К-416,27.5,batya,slemchik03
2023-11-12 19:23:48,"NICOTIN убил Kill""em""all (АКС-74У, 4.65m)",АКС-74У,4.65,NICOTIN,"Kill""em""all"
2023-11-12 19:24:00,"4pok! Dobry vecher! убил SanchYESS (Glock-19, 3.15m)",Glock-19,3.15,4pok! Dobry vecher!,SanchYESS
2023-11-12 19:24:19,"MrDread убил 4pok! Dobry vecher! (ВПО-136 ""Вепрь-КМ"", 3.06m)","ВПО-136 ""Вепрь-КМ""",3.06,MrDread,4pok! Dobry vecher!
2023-11-12 19:25:02,"HardOnix убил workayt15 (M24, 81.81m)",M24,81.81,HardOnix,workayt15
2023-11-12 19:28:16,"rumpZz убил PakisTanos (Glock-19, 9.32m)",Glock-19,9.32,rumpZz,PakisTanos
2023-11-12 19:29:35,"Sanch убил OwnedOmg (CZ-550 Lux, 59.05m)",CZ-550 Lux,59.05,Sanch,OwnedOmg
2023-11-12 19:30:24,"PakisTanos убил TJLANS (Каменный нож, 0.74m)",Каменный нож,0.74,PakisTanos,TJLANS
2023-11-12 19:31:26,"d1mqaaa убил hel (Blaser B95 Luxus, 7.27m)",Blaser B95 Luxus,7.27,d1mqaaa,hel
2023-11-12 19:32:56,"Kill""em""all убил Vadimos (Нож с клыками, 1.52m)",Нож с клыками,1.52,"Kill""em""all",Vadimos
2023-11-12 19:33:07,"lil ich убил Kill""em""all (Самодельное копье, 1.14m)",Самодельное копье,1.14,lil ich,"Kill""em""all"
2023-11-12 19:33:34,"Steewe убил MrDread (Застава М59/66, 37.57m)",Застава М59/66,37.57,Steewe,MrDread
2023-11-12 19:39:40,"TypNsT убил DereK (FN SCAR-L CQC, 2.76m)",FN SCAR-L CQC,2.76,TypNsT,DereK
2023-11-12 19:41:51,"Kermif убил [CTO] STARSHINA (АКС-74У, 1.78m)",АКС-74У,1.78,Kermif,[CTO] STARSHINA
2023-11-12 19:42:04,"intel xeon DAGESTAN  убил AOU E (Винтовка Мосина, 121.73m)",Винтовка Мосина,121.73,intel xeon DAGESTAN ,AOU E
2023-11-12 19:46:43,"Sanch убил *** (АН-94 «Абакан», 11.29m)",АН-94 «Абакан»,11.29,Sanch,***
2023-11-12 19:49:32,"GERA убил hel (ИЖ-18МН, 21.24m)",ИЖ-18МН,21.24,GERA,hel
2023-11-12 19:54:00,"Folting убил khn...? (Застава М59/66, 2.25m)",Застава М59/66,2.25,Folting,khn...?
2023-11-12 19:54:00,"TJLANS убил -|FR1K ARTEM|- (M4A1 CQBR, 9.88m)",M4A1 CQBR,9.88,TJLANS,-|FR1K ARTEM|-
2023-11-12 19:55:08,"TJLANS убил GERA (M4A1 CQBR, 8.12m)",M4A1 CQBR,8.12,TJLANS,GERA
2023-11-12 19:57:28,"Folting убил batya (Winchester Model 70, 56.68m)",Winchester Model 70,56.68,Folting,batya
2023-11-12 19:58:55,"[PMC BEAR] A kada ne delal убил Sanch (ВСС «Винторез», 17.36m)",ВСС «Винторез»,17.36,[PMC BEAR] A kada ne delal,Sanch
2023-11-12 19:58:56,"HardOnix убил [PMC BEAR] DENCHA (FN SCAR-L, 11.57m)",FN SCAR-L,11.57,HardOnix,[PMC BEAR] DENCHA
2023-11-12 19:58:58,"HardOnix убил [PMC BEAR] A kada ne delal (FN SCAR-L, 23.38m)",FN SCAR-L,23.38,HardOnix,[PMC BEAR] A kada ne delal
2023-11-12 19:59:27,"HardOnix убил [512] Ford (M24, 24.96m)",M24,24.96,HardOnix,[512] Ford
2023-11-12 20:04:28,"[CTO] STARSHINA убил SanchYESS (Glock-19, 9.23m)",Glock-19,9.23,[CTO] STARSHINA,SanchYESS
2023-11-12 20:04:30,"[CTO] STARSHINA убил MrDread (Glock-19, 2.31m)",Glock-19,2.31,[CTO] STARSHINA,MrDread
2023-11-12 20:05:55,"karma убил Folting (FN SCAR-L CQC, 64.5m)",FN SCAR-L CQC,64.5,karma,Folting
2023-11-12 20:08:27,"smertoval убил Sauna (Н&К-416, 10.33m)",Н&К-416,10.33,smertoval,Sauna
2023-11-12 20:08:37,"karma убил maslori (FN SCAR-L CQC, 5.78m)",FN SCAR-L CQC,5.78,karma,maslori
2023-11-12 20:11:12,"GERA убил FIL1109 (Охотничий нож, 1.34m)",Охотничий нож,1.34,GERA,FIL1109
2023-11-12 20:13:31,"[FSIN] stepler убил End.... (Škorpion vz. 64, 6.67m)",Škorpion vz. 64,6.67,[FSIN] stepler,End....
2023-11-12 20:14:05,"HardOnix убил [PMC BEAR] A kada ne delal (FN SCAR-H, 51.45m)",FN SCAR-H,51.45,HardOnix,[PMC BEAR] A kada ne delal
2023-11-12 20:19:04,"TJLANS убил [FSIN] stepler (M4A1 CQBR, 2.99m)",M4A1 CQBR,2.99,TJLANS,[FSIN] stepler
2023-11-12 20:19:36,"intel xeon DAGESTAN  убил Gustav (Винтовка Мосина, 74.39m)",Винтовка Мосина,74.39,intel xeon DAGESTAN ,Gustav
2023-11-12 20:21:45,"RUS CTALIN убил [CTO] STARSHINA (ИЖ-18МН, 0.87m)",ИЖ-18МН,0.87,RUS CTALIN,[CTO] STARSHINA
2023-11-12 20:22:02,"Sanch убил Rimas (CZ-550 Lux, 122.9m)",CZ-550 Lux,122.9,Sanch,Rimas
2023-11-12 20:22:09,"SUGAR DADDY убил CkBom (Blaser B95 Luxus, 122.99m)",Blaser B95 Luxus,122.99,SUGAR DADDY,CkBom
2023-11-12 20:23:43,"[FSIN] stepler убил FIL1109 (Каменный нож, 0.98m)",Каменный нож,0.98,[FSIN] stepler,FIL1109
2023-11-12 20:23:45,"SUGAR DADDY убил hidan001 (Blaser B95 Luxus, 214.52m)",Blaser B95 Luxus,214.52,SUGAR DADDY,hidan001
2023-11-12 20:24:02,"[Mad] TOMA убил [Zvedniy]Dima America (Каменный нож, 2.11m)",Каменный нож,2.11,[Mad] TOMA,[Zvedniy]Dima America
2023-11-12 20:29:34,"crystal убил [CTO] STARSHINA (Glock-19, 4.98m)",Glock-19,4.98,crystal,[CTO] STARSHINA
2023-11-12 20:31:15,"Django убил Ural'skiy (Застава М59/66, 1.4m)",Застава М59/66,1.4,Django,Ural'skiy
2023-11-12 20:31:26,"intel xeon DAGESTAN  убил Samurai (Винтовка Мосина, 124.0m)",Винтовка Мосина,124.0,intel xeon DAGESTAN ,Samurai
2023-11-12 20:33:54,"intel xeon DAGESTAN  убил Ninja (Винтовка Мосина, 134.99m)",Винтовка Мосина,134.99,intel xeon DAGESTAN ,Ninja
2023-11-12 20:34:02,"[FSIN] stepler убил zhopa KABANA (Glock-19, 5.55m)",Glock-19,5.55,[FSIN] stepler,zhopa KABANA
2023-11-12 20:34:38,"Denis76 убил Samurai (ИЖ-43, 2.06m)",ИЖ-43,2.06,Denis76,Samurai
2023-11-12 20:34:43,"[FSIN] stepler убил crystal (Glock-19, 8.51m)",Glock-19,8.51,[FSIN] stepler,crystal
2023-11-12 20:35:23,"intel xeon DAGESTAN  убил medion (АКС-74У, 5.6m)",АКС-74У,5.6,intel xeon DAGESTAN ,medion
2023-11-12 20:35:40,"intel xeon DAGESTAN  убил DevotedLS (Springfield Armory M1A, 16.14m)",Springfield Armory M1A,16.14,intel xeon DAGESTAN ,DevotedLS
2023-11-12 20:35:43,"d1mqaaa убил Bloody (AK-74М, 2.16m)",AK-74М,2.16,d1mqaaa,Bloody
2023-11-12 20:36:53,"AOU E убил [CTO] STARSHINA (Glock-19, 4.05m)",Glock-19,4.05,AOU E,[CTO] STARSHINA
2023-11-12 20:40:05,"GRUVCHIE убил Danzeku (Бизон-2-02, 1.72m)",Бизон-2-02,1.72,GRUVCHIE,Danzeku
2023-11-12 20:40:41,"[OLIMP] Danilito убил Max[26] (Каменный нож, 1.8m)",Каменный нож,1.8,[OLIMP] Danilito,Max[26]
2023-11-12 20:42:34,"halava убил Sablya (Glock-19, 8.52m)",Glock-19,8.52,halava,Sablya
2023-11-12 20:44:52,"DereK убил Denis76 (Glock-19, 2.68m)",Glock-19,2.68,DereK,Denis76
2023-11-12 20:44:55,"halava убил [OLIMP] Danilito (Glock-19, 6.65m)",Glock-19,6.65,halava,[OLIMP] Danilito
2023-11-12 20:46:56,"PsixCyka убил UzhasteG (Škorpion vz. 64, 12.86m)",Škorpion vz. 64,12.86,PsixCyka,UzhasteG
2023-11-12 20:46:57,"max убил Raf (МР-133, 16.91m)",МР-133,16.91,max,Raf
2023-11-12 20:48:01,"KinjaL Putina убил OwnedOmg (FN SCAR-L, 13.42m)",FN SCAR-L,13.42,KinjaL Putina,OwnedOmg
2023-11-12 20:53:29,"RedOrm убил -|FR1K ARTEM|- (ИЖ70-17A, 1.21m)",ИЖ70-17A,1.21,RedOrm,-|FR1K ARTEM|-
2023-11-12 20:54:22,"RedOrm убил GERA (ИЖ-43, 8.8m)",ИЖ-43,8.8,RedOrm,GERA
2023-11-12 20:54:44,"halava убил [OLIMP] Danilito (Glock-19, 2.59m)",Glock-19,2.59,halava,[OLIMP] Danilito
2023-11-12 20:55:04,"intel xeon DAGESTAN  убил RedOrm (Винтовка Мосина, 67.73m)",Винтовка Мосина,67.73,intel xeon DAGESTAN ,RedOrm
2023-11-12 20:56:59,"halava убил Danzeku (Glock-19, 4.05m)",Glock-19,4.05,halava,Danzeku
2023-11-12 20:57:36,"Samurai убил [Zvedniy]Dima America (Кувалда, 0.9m)",Кувалда,0.9,Samurai,[Zvedniy]Dima America
2023-11-12 20:59:38,"[OLIMP] Danilito убил halava (Каменный нож, 1.21m)",Каменный нож,1.21,[OLIMP] Danilito,halava
2023-11-12 20:59:43,"PsixCyka убил SosiskaKiller (Blaser B95 Luxus, 29.97m)",Blaser B95 Luxus,29.97,PsixCyka,SosiskaKiller
2023-11-12 21:00:30,"NeKiT_KA убил -|FR1K ARTEM|- (Вилы, 1.11m)",Вилы,1.11,NeKiT_KA,-|FR1K ARTEM|-
2023-11-12 21:02:57,"[MAD] CHURKA убил kosmos_d4 (Штык для винтовки СКС, 1.53m)",Штык для винтовки СКС,1.53,[MAD] CHURKA,kosmos_d4
2023-11-12 21:03:50,"[MAD] CHURKA убил Monarch (Colt M1911, 7.03m)",Colt M1911,7.03,[MAD] CHURKA,Monarch
2023-11-12 21:04:21,"Oboltus убил [MAD] CHURKA (Застава М59/66, 33.21m)",Застава М59/66,33.21,Oboltus,[MAD] CHURKA
2023-11-12 21:04:40,"Oboltus убил [Mad] TOMA (Застава М59/66, 2.74m)",Застава М59/66,2.74,Oboltus,[Mad] TOMA
2023-11-12 21:11:01,"GERA убил e6ychiy (ИЖ70-17A, 36.34m)",ИЖ70-17A,36.34,GERA,e6ychiy
2023-11-12 21:14:17,"NeKiT_KA убил e6ychiy (Монтировка, 0.65m)",Монтировка,0.65,NeKiT_KA,e6ychiy
2023-11-12 21:17:45,"karma убил KuceJlb (FN SCAR-L CQC, 20.08m)",FN SCAR-L CQC,20.08,karma,KuceJlb
2023-11-12 21:18:07,"smertoval убил Falcon (Н&К-416, 4.33m)",Н&К-416,4.33,smertoval,Falcon
2023-11-12 21:22:16,"[MAD] CHURKA убил Oleg Gazmanov (ИЖ-18, 5.34m)",ИЖ-18,5.34,[MAD] CHURKA,Oleg Gazmanov
2023-11-12 21:27:25,"e6ychiy убил 1nsa (Škorpion vz. 64, 3.77m)",Škorpion vz. 64,3.77,e6ychiy,1nsa
2023-11-12 21:30:43,"VinMis убил e6ychiy (МР-133, 1.95m)",МР-133,1.95,VinMis,e6ychiy
2023-11-12 21:36:26,"[MAD] CHURKA убил valpva (Glock-19, 5.53m)",Glock-19,5.53,[MAD] CHURKA,valpva
2023-11-12 21:38:06,"Doza убил [OLIMP] Danilito (Blaser B95 Luxus, 6.38m)",Blaser B95 Luxus,6.38,Doza,[OLIMP] Danilito
2023-11-12 21:42:20,"Steewe убил Kill""em""all (Glock-19, 0.96m)",Glock-19,0.96,Steewe,"Kill""em""all"
2023-11-12 21:57:16,"KinjaL Putina убил Akimbo (Застава М59/66, 25.89m)",Застава М59/66,25.89,KinjaL Putina,Akimbo
2023-11-12 22:08:49,"Steewe убил HuNter (AK-104, 2.74m)",AK-104,2.74,Steewe,HuNter
2023-11-12 22:14:03,"KinjaL Putina убил Steewe (Застава М59/66, 7.07m)",Застава М59/66,7.07,KinjaL Putina,Steewe
2023-11-12 22:16:21,"d1mqaaa убил KinjaL Putina (AK-74М, 1.07m)",AK-74М,1.07,d1mqaaa,KinjaL Putina
2023-11-12 22:16:28,"Gosha Ledokol убил d1mqaaa (АКС-74У, 8.28m)",АКС-74У,8.28,Gosha Ledokol,d1mqaaa
2023-11-12 22:21:46,"Elroy убил Lapa (ОЦ-12 «Тисс», 45.52m)",ОЦ-12 «Тисс»,45.52,Elroy,Lapa
2023-11-12 22:24:36,"End.... убил Elroy (FN SCAR-H CQC, 6.71m)",FN SCAR-H CQC,6.71,End....,Elroy
2023-11-12 22:25:08,"TJLANS убил ugodnik (CZ-527, 52.6m)",CZ-527,52.6,TJLANS,ugodnik
2023-11-12 22:32:56,"SanchYESS убил DereK (MP5K, 2.87m)",MP5K,2.87,SanchYESS,DereK
2023-11-12 22:33:04,"AOU E убил SanchYESS (Glock-19, 10.74m)",Glock-19,10.74,AOU E,SanchYESS
2023-11-12 22:35:29,"OwnedOmg убил Darkness666Lord (ОЦ-12 «Тисс», 6.85m)",ОЦ-12 «Тисс»,6.85,OwnedOmg,Darkness666Lord
2023-11-12 22:35:35,"ARTURIO убил Greenlady666 (ИЖ-43, 6.18m)",ИЖ-43,6.18,ARTURIO,Greenlady666
2023-11-12 22:45:59,"WW убил karma (Blaser B95 Luxus, 61.69m)",Blaser B95 Luxus,61.69,WW,karma
2023-11-12 22:46:18,"Raigen убил smertoval (AK-101, 31.93m)",AK-101,31.93,Raigen,smertoval
2023-11-12 22:46:29,"NeKiT_KA убил MTPH.HQ+ (СВ-98, 57.84m)",СВ-98,57.84,NeKiT_KA,MTPH.HQ+
2023-11-12 22:48:26,"NeKiT_KA убил WW (АКС-74У, 28.81m)",АКС-74У,28.81,NeKiT_KA,WW
2023-11-12 22:53:02,"Raigen убил NeKiT_KA (AK-101, 3.49m)",AK-101,3.49,Raigen,NeKiT_KA
2023-11-12 23:00:24,"Kill""em""all убил Oboltus (ИЖ-18, 23.01m)",ИЖ-18,23.01,"Kill""em""all",Oboltus
2023-11-12 23:01:20,"Zero_Face убил Raigen (M24, 192.05m)",M24,192.05,Zero_Face,Raigen
2023-11-12 23:14:47,"SUGAR DADDY убил Z@V@RUShka (AK-101, 7.52m)",AK-101,7.52,SUGAR DADDY,Z@V@RUShka
2023-11-12 23:15:46,"Lusi убил KinjaL Putina (Винтовка Мосина, 1.15m)",Винтовка Мосина,1.15,Lusi,KinjaL Putina
2023-11-12 23:19:57,"Elroy убил Oleg Gazmanov (МР-133, 2.0m)",МР-133,2.0,Elroy,Oleg Gazmanov
2023-11-12 23:20:17,"SUGAR DADDY убил chepik_ (AK-101, 1.55m)",AK-101,1.55,SUGAR DADDY,chepik_
2023-11-12 23:51:44,"SUGAR DADDY убил WW (AK-101, 5.67m)",AK-101,5.67,SUGAR DADDY,WW
2023-11-12 23:51:53,"SUGAR DADDY убил iwnl (AK-101, 2.3m)",AK-101,2.3,SUGAR DADDY,iwnl
2023-11-12 23:52:12,"Artem убил Zero_Face (M16-A2, 1.9m)",M16-A2,1.9,Artem,Zero_Face
2023-11-13 00:13:57,"Oboltus убил Sashok-Minon4ik (Colt M1911, 1.28m)",Colt M1911,1.28,Oboltus,Sashok-Minon4ik
2023-11-13 00:29:16,"Oboltus убил bbsb (MP5K, 26.6m)",MP5K,26.6,Oboltus,bbsb
2023-11-13 00:47:47,"ugodnik убил Artem (Steyr AUG A1 Carbine, 5.12m)",Steyr AUG A1 Carbine,5.12,ugodnik,Artem
2023-11-13 00:47:55,"ugodnik убил iwnl (Steyr AUG A1 Carbine, 3.98m)",Steyr AUG A1 Carbine,3.98,ugodnik,iwnl
2023-11-13 00:48:23,"WW убил Elroy (FN SCAR-L CQC, 33.33m)",FN SCAR-L CQC,33.33,WW,Elroy
2023-11-13 00:49:36,"ugodnik убил WW (AK-101, 5.6m)",AK-101,5.6,ugodnik,WW
2023-11-13 00:49:48,"js убил ugodnik (FN SCAR-L CQC, 2.89m)",FN SCAR-L CQC,2.89,js,ugodnik
2023-11-13 01:04:38,"PopaHlopa убил js (AK-105, 11.7m)",AK-105,11.7,PopaHlopa,js
2023-11-13 01:04:47,"PopaHlopa убил Raigen (AK-105, 12.02m)",AK-105,12.02,PopaHlopa,Raigen
2023-11-13 02:58:52,"NightSamyrai убил NICOTIN (ОЦ-14 «Гроза», 1.77m)",ОЦ-14 «Гроза»,1.77,NightSamyrai,NICOTIN
2023-11-13 06:38:23,"[M&M]XozOstr убил SeriousJude (Springfield Armory M1A, 143.42m)",Springfield Armory M1A,143.42,[M&M]XozOstr,SeriousJude
2023-11-13 09:42:57,"Chirick  убил Babayka (AK-105, 13.68m)",AK-105,13.68,Chirick ,Babayka
2023-11-13 09:43:01,"Chlenik убил STray (ОЦ-12 «Тисс», 21.87m)",ОЦ-12 «Тисс»,21.87,Chlenik,STray
2023-11-13 09:43:01,"STray убил Chlenik (АК-12, 21.87m)",АК-12,21.87,STray,Chlenik
2023-11-13 09:54:13,"Ural'skiy убил -|FR1K ARTEM|- (АН-94M «Абакан», 6.09m)",АН-94M «Абакан»,6.09,Ural'skiy,-|FR1K ARTEM|-
2023-11-13 10:26:09,"Xanax убил jostik (Škorpion vz. 64, 0.96m)",Škorpion vz. 64,0.96,Xanax,jostik
2023-11-13 11:29:14,"Sizuy убил Chirick  (АКС-74У, 6.08m)",АКС-74У,6.08,Sizuy,Chirick 
2023-11-13 11:36:32,"Chlenik убил Sizuy (AK-105, 4.95m)",AK-105,4.95,Chlenik,Sizuy
2023-11-13 11:36:51,"jannes43210 убил Chlenik (CMMG Mk47 Mutant, 6.55m)",CMMG Mk47 Mutant,6.55,jannes43210,Chlenik
2023-11-13 11:37:02,"Chirick  убил jannes43210 (AK-74М, 22.98m)",AK-74М,22.98,Chirick ,jannes43210
2023-11-13 12:00:07,"wild убил Xeskill (CZ-527, 2.83m)",CZ-527,2.83,wild,Xeskill
2023-11-13 12:13:34,"F 13 убил WalterGPz (Glock-19, 1.81m)",Glock-19,1.81,F 13,WalterGPz
2023-11-13 12:17:47,"SUGAR DADDY убил MadBull (Blaser B95 Luxus, 81.84m)",Blaser B95 Luxus,81.84,SUGAR DADDY,MadBull
2023-11-13 12:25:58,"Oleg Gazmanov убил WalterGPz (Топор пожарного, 1.16m)",Топор пожарного,1.16,Oleg Gazmanov,WalterGPz
2023-11-13 12:41:24,"Rezak убил Xeskill (МР-133, 7.28m)",МР-133,7.28,Rezak,Xeskill
2023-11-13 12:41:27,"Stone убил Rezak (Glock-19, 11.12m)",Glock-19,11.12,Stone,Rezak
