Date,Content,оружие,расстояние,имя игрока,жертва
2023-11-15 20:37:22,"Ygrumiy убил ondi (Каменный нож, 1.2m)",Каменный нож,1.2,Ygrumiy,ondi
2023-11-15 20:39:08,"NoMad убил YAna_Chlene (UMP-45, 5.09m)",UMP-45,5.09,NoMad,YAna_Chlene
2023-11-15 20:42:09,"OG1GANG убил Mongol (Winchester Model 70, 31.81m)",Winchester Model 70,31.81,OG1GANG,Mongol
2023-11-15 20:42:57,"TJLANS убил OG1GANG (CZ-527, 63.17m)",CZ-527,63.17,TJLANS,OG1GANG
2023-11-15 20:45:00,"yafa_shist убил invs (Glock-19, 46.73m)",Glock-19,46.73,yafa_shist,invs
2023-11-15 20:48:03,"godgigat убил Polkovnik_na_bereg (АКС-74У, 12.37m)",АКС-74У,12.37,godgigat,Polkovnik_na_bereg
2023-11-15 20:51:39,"Ygrumiy убил Mongol (Desert Eagle, 3.97m)",Desert Eagle,3.97,Ygrumiy,Mongol
2023-11-15 20:52:26,"cursmad убил KUCHER_200 (ОЦ-12 «Тисс», 4.59m)",ОЦ-12 «Тисс»,4.59,cursmad,KUCHER_200
2023-11-15 20:53:43,"GRUVCHIE убил teryles (Винтовка Мосина, 3.88m)",Винтовка Мосина,3.88,GRUVCHIE,teryles
2023-11-15 20:54:06,"ARTI200 убил cursmad (АК-12, 1.51m)",АК-12,1.51,ARTI200,cursmad
2023-11-15 20:55:38,"HugoBoss убил Kill""em""all (M24, 64.0m)",M24,64.0,HugoBoss,"Kill""em""all"
2023-11-15 20:57:15,") убил plesen (ИЖ70-17A, 1.41m)",ИЖ70-17A,1.41,),plesen
2023-11-15 20:57:47,"MadBull убил Tokar (ВПО-136 ""Вепрь-КМ"", 4.9m)","ВПО-136 ""Вепрь-КМ""",4.9,MadBull,Tokar
2023-11-15 20:58:13,"invs убил YAna_Chlene (МР-133, 18.1m)",МР-133,18.1,invs,YAna_Chlene
2023-11-15 20:58:51,"yafa_shist убил Solova_Grad (Steyr AUG A1 Carbine, 67.58m)",Steyr AUG A1 Carbine,67.58,yafa_shist,Solova_Grad
2023-11-15 20:59:33,"/Marabunda/ WINZOOR убил godgigat (Blaser B95 Luxus, 4.87m)",Blaser B95 Luxus,4.87,/Marabunda/ WINZOOR,godgigat
2023-11-15 20:59:59,"yafa_shist убил invs (Steyr AUG A1 Carbine, 101.57m)",Steyr AUG A1 Carbine,101.57,yafa_shist,invs
2023-11-15 21:01:42,"MadBull убил Nomad (2) (ВПО-136 ""Вепрь-КМ"", 3.98m)","ВПО-136 ""Вепрь-КМ""",3.98,MadBull,Nomad (2)
2023-11-15 21:04:35,"Polkovnik_na_bereg убил ) (ИЖ-18, 11.69m)",ИЖ-18,11.69,Polkovnik_na_bereg,)
2023-11-15 21:07:29,"Doza убил GRUVCHIE (Бизон-2-02, 10.75m)",Бизон-2-02,10.75,Doza,GRUVCHIE
2023-11-15 21:10:46,"Polkovnik_na_bereg убил plesen (Топор пожарного, 0.87m)",Топор пожарного,0.87,Polkovnik_na_bereg,plesen
2023-11-15 21:11:35,"Doza убил teryles (Colt Python, 2.61m)",Colt Python,2.61,Doza,teryles
2023-11-15 21:11:43,"YAna_Chlene убил MadBull (МР-133, 3.03m)",МР-133,3.03,YAna_Chlene,MadBull
2023-11-15 21:12:06,"ondi убил yafa_shist (АКС-74У, 6.26m)",АКС-74У,6.26,ondi,yafa_shist
2023-11-15 21:12:23,"NoMad убил YAna_Chlene (UMP-45, 12.14m)",UMP-45,12.14,NoMad,YAna_Chlene
2023-11-15 21:15:15,"ondi убил invs (АКС-74У, 5.26m)",АКС-74У,5.26,ondi,invs
2023-11-15 21:15:54,"LonelyTea убил Papai (ОЦ-12 «Тисс», 1.79m)",ОЦ-12 «Тисс»,1.79,LonelyTea,Papai
2023-11-15 21:16:00,"Enotama убил LonelyTea (Glock-19, 6.14m)",Glock-19,6.14,Enotama,LonelyTea
2023-11-15 21:16:08,"Solova_Grad убил GRUVCHIE (Colt M1911, 22.15m)",Colt M1911,22.15,Solova_Grad,GRUVCHIE
2023-11-15 21:19:00,"Warrior убил Lucifer (АКС-74У, 2.24m)",АКС-74У,2.24,Warrior,Lucifer
2023-11-15 21:24:18,"[S.W.A.T] Nomad убил DevotedLS (Glock-19, 30.18m)",Glock-19,30.18,[S.W.A.T] Nomad,DevotedLS
2023-11-15 21:33:41,"CkBom убил Warrior (AKM, 3.23m)",AKM,3.23,CkBom,Warrior
2023-11-15 21:33:41,"Warrior убил CkBom (Застава М59/66, 3.23m)",Застава М59/66,3.23,Warrior,CkBom
2023-11-15 21:39:05,"varg.MdA убил Oleg Gazmanov (ПБ, 3.87m)",ПБ,3.87,varg.MdA,Oleg Gazmanov
2023-11-15 21:41:27,"/Marabunda/ WINZOOR убил KUCHER_200 (АКС-74У, 5.43m)",АКС-74У,5.43,/Marabunda/ WINZOOR,KUCHER_200
2023-11-15 21:42:24,"OwnedOmg убил Bloody (Blaser B95 Luxus, 93.58m)",Blaser B95 Luxus,93.58,OwnedOmg,Bloody
2023-11-15 21:42:31,"Rimas убил Lucifer (СВТ-40, 103.32m)",СВТ-40,103.32,Rimas,Lucifer
2023-11-15 21:54:12,"/Marabunda/ NaKoleni убил yund14 (CMMG Mk47 Mutant, 28.01m)",CMMG Mk47 Mutant,28.01,/Marabunda/ NaKoleni,yund14
2023-11-15 21:54:22,"/Marabunda/ Evi убил slemchik03 (AKM, 17.6m)",AKM,17.6,/Marabunda/ Evi,slemchik03
2023-11-15 21:57:02,"Kill""em""all убил NARCISS (Walther P38, 1.05m)",Walther P38,1.05,"Kill""em""all",NARCISS
2023-11-15 22:09:19,"[OLIMP] Danilito убил Doza (Škorpion vz. 64, 4.24m)",Škorpion vz. 64,4.24,[OLIMP] Danilito,Doza
2023-11-15 22:13:15,"OG1GANG убил Tokar (Colt M1911, 2.68m)",Colt M1911,2.68,OG1GANG,Tokar
2023-11-15 22:13:35,"OG1GANG убил Oleg Gazmanov (Colt M1911, 1.96m)",Colt M1911,1.96,OG1GANG,Oleg Gazmanov
2023-11-15 22:30:40,"MadBull убил Loomis (ВПО-136 ""Вепрь-КМ"", 8.92m)","ВПО-136 ""Вепрь-КМ""",8.92,MadBull,Loomis
2023-11-15 22:35:35,"Black_Prizrak убил MadBull (ADAR 2-15, 5.71m)",ADAR 2-15,5.71,Black_Prizrak,MadBull
2023-11-15 22:38:36,"Polkovnik_na_bereg убил OG1GANG (МР-133, 3.81m)",МР-133,3.81,Polkovnik_na_bereg,OG1GANG
2023-11-15 22:39:09,"[OLIMP] Danilito убил Polkovnik_na_bereg (Бизон-2-02, 2.98m)",Бизон-2-02,2.98,[OLIMP] Danilito,Polkovnik_na_bereg
2023-11-15 22:46:25,"ondi убил Black_Prizrak (CZ-527, 135.22m)",CZ-527,135.22,ondi,Black_Prizrak
2023-11-15 22:47:30,"HardOnix убил invs (AK-105, 32.42m)",AK-105,32.42,HardOnix,invs
2023-11-15 22:47:40,"HardOnix убил NoMad (СВТ-40, 57.0m)",СВТ-40,57.0,HardOnix,NoMad
2023-11-16 00:24:23,"cursmad убил [OLIMP] Danilito (МР-133, 5.64m)",МР-133,5.64,cursmad,[OLIMP] Danilito
2023-11-16 00:24:51,"Polkovnik_na_bereg убил cursmad (CZ-527, 161.92m)",CZ-527,161.92,Polkovnik_na_bereg,cursmad
2023-11-16 00:28:27,"Kill""em""all убил Malebolgers (ВПО-136 ""Вепрь-КМ"", 1.66m)","ВПО-136 ""Вепрь-КМ""",1.66,"Kill""em""all",Malebolgers
2023-11-16 02:57:52,"PopaHlopa убил Kill""em""all (AK-105, 11.26m)",AK-105,11.26,PopaHlopa,"Kill""em""all"
2023-11-16 07:44:40,"MadBull убил YPG.Overthinking (Glock-19, 31.01m)",Glock-19,31.01,MadBull,YPG.Overthinking
2023-11-16 08:14:39,"intel i9 FetRn убил Ural'skiy (M24, 488.3m)",M24,488.3,intel i9 FetRn,Ural'skiy
2023-11-16 08:28:38,"Ural'skiy убил Sketchers (MP-443 «Грач», 2.06m)",MP-443 «Грач»,2.06,Ural'skiy,Sketchers
2023-11-16 09:13:57,"plesen убил yarchik (ИЖ70-17A, 2.51m)",ИЖ70-17A,2.51,plesen,yarchik
2023-11-16 09:29:20,"Ivaan убил savaa (M24, 86.71m)",M24,86.71,Ivaan,savaa
2023-11-16 11:19:44,"intel i9 FetRn убил Ivaan (M24, 65.1m)",M24,65.1,intel i9 FetRn,Ivaan
2023-11-16 11:22:42,"[FSIN]DaggerGhost убил jostik (ОЦ-14 «Гроза», 7.15m)",ОЦ-14 «Гроза»,7.15,[FSIN]DaggerGhost,jostik
2023-11-16 11:22:53,"Demon убил intel i9 FetRn (Blaser B95 Luxus, 38.11m)",Blaser B95 Luxus,38.11,Demon,intel i9 FetRn
2023-11-16 11:27:00,"intel xeon DAGESTAN  убил Demon (СВТ-40, 10.83m)",СВТ-40,10.83,intel xeon DAGESTAN ,Demon
2023-11-16 11:34:26,"Maybe убил Droccheslav son of Sergey (ВПО-136 ""Вепрь-КМ"", 8.86m)","ВПО-136 ""Вепрь-КМ""",8.86,Maybe,Droccheslav son of Sergey
2023-11-16 11:36:38,"[Delta Cry]Koke* убил Dristoslav (Blaser B95 Luxus, 16.3m)",Blaser B95 Luxus,16.3,[Delta Cry]Koke*,Dristoslav
2023-11-16 11:46:08,"Jumbo убил ruso (ADAR 2-15, 77.44m)",ADAR 2-15,77.44,Jumbo,ruso
2023-11-16 11:49:41,"[Delta Cry]Koke* убил Jumbo (Blaser B95 Luxus, 99.66m)",Blaser B95 Luxus,99.66,[Delta Cry]Koke*,Jumbo
2023-11-16 11:50:59,"jostik убил [FSIN]DaggerGhost (AK-74М, 10.01m)",AK-74М,10.01,jostik,[FSIN]DaggerGhost
2023-11-16 11:51:44,"Ivaan убил intel xeon DAGESTAN  (AK-104, 2.17m)",AK-104,2.17,Ivaan,intel xeon DAGESTAN 
2023-11-16 12:04:13,"Ivaan убил .yalt (M24, 107.86m)",M24,107.86,Ivaan,.yalt
2023-11-16 12:06:22,"jostik убил Agikulius (AK-101, 44.77m)",AK-101,44.77,jostik,Agikulius
2023-11-16 12:43:00,"NoMad убил invs (Винтовка Мосина, 1.28m)",Винтовка Мосина,1.28,NoMad,invs
2023-11-16 12:57:43,"godgigat убил Jumbo (Застава М59/66, 22.37m)",Застава М59/66,22.37,godgigat,Jumbo
2023-11-16 13:10:40,"[MAD] CHURKA убил STray (Škorpion vz. 64, 4.59m)",Škorpion vz. 64,4.59,[MAD] CHURKA,STray
2023-11-16 13:28:19,"STray убил Gustav (МР-133, 1.03m)",МР-133,1.03,STray,Gustav
2023-11-16 13:43:45,"Sanya Slark убил farmer (ИЖ-18МН, 5.28m)",ИЖ-18МН,5.28,Sanya Slark,farmer
2023-11-16 13:44:37,"[AUF] KaNiBaL убил vaz 2109 (МР-133, 1.47m)",МР-133,1.47,[AUF] KaNiBaL,vaz 2109
2023-11-16 14:05:25,"samsoni убил Dunkelheitova (Colt M1911, 6.23m)",Colt M1911,6.23,samsoni,Dunkelheitova
2023-11-16 14:23:34,"Demon убил samsoni (CMMG Mk47 Mutant, 33.66m)",CMMG Mk47 Mutant,33.66,Demon,samsoni
2023-11-16 14:24:08,"[AUF] KaNiBaL убил Demon (МР-133, 2.36m)",МР-133,2.36,[AUF] KaNiBaL,Demon
2023-11-16 14:26:21,"intel xeon DAGESTAN  убил [AUF] KaNiBaL (Blaser B95 Luxus, 240.04m)",Blaser B95 Luxus,240.04,intel xeon DAGESTAN ,[AUF] KaNiBaL
2023-11-16 14:35:28,"Ivaan убил intel i9 FetRn (M4A1 CQBR, 2.7m)",M4A1 CQBR,2.7,Ivaan,intel i9 FetRn
2023-11-16 14:47:19,"godgigat убил STray (Застава М59/66, 38.02m)",Застава М59/66,38.02,godgigat,STray
2023-11-16 14:48:09,"godgigat убил Babayka (M16-A2, 2.13m)",M16-A2,2.13,godgigat,Babayka
2023-11-16 14:51:42,"intel i9 FetRn убил Demon (Blaser B95 Luxus, 2.68m)",Blaser B95 Luxus,2.68,intel i9 FetRn,Demon
2023-11-16 14:54:07,"Loomis убил godgigat (Застава М59/66, 29.71m)",Застава М59/66,29.71,Loomis,godgigat
2023-11-16 14:54:56,"Ivaan убил intel xeon DAGESTAN  (M4A1 CQBR, 4.17m)",M4A1 CQBR,4.17,Ivaan,intel xeon DAGESTAN 
2023-11-16 14:55:31,"Ivaan убил intel i9 FetRn (M24, 221.44m)",M24,221.44,Ivaan,intel i9 FetRn
2023-11-16 15:11:56,"intel i9 FetRn убил Demon (Blaser B95 Luxus, 49.29m)",Blaser B95 Luxus,49.29,intel i9 FetRn,Demon
2023-11-16 15:12:11,"Ivaan убил intel i9 FetRn (АН-94 «Абакан», 6.3m)",АН-94 «Абакан»,6.3,Ivaan,intel i9 FetRn
2023-11-16 15:12:50,"Loomis убил ghostikLoveisN (M16-A2, 28.34m)",M16-A2,28.34,Loomis,ghostikLoveisN
2023-11-16 15:15:39,"Loomis убил STray (M16-A2, 4.27m)",M16-A2,4.27,Loomis,STray
2023-11-16 15:21:47,"Afabazol убил [Delta Cry]Koke* (Охотничий нож, 1.56m)",Охотничий нож,1.56,Afabazol,[Delta Cry]Koke*
2023-11-16 15:22:11,"ruso убил Drotik (AK-101, 6.05m)",AK-101,6.05,ruso,Drotik
2023-11-16 15:28:17,"[GANTL]A6opureH убил Kali_Yuga (ПБ, 1.31m)",ПБ,1.31,[GANTL]A6opureH,Kali_Yuga
2023-11-16 15:28:35,"Sizuy убил Demon (Застава М59/66, 38.02m)",Застава М59/66,38.02,Sizuy,Demon
2023-11-16 15:28:58,"Ivaan убил Sizuy (АН-94 «Абакан», 16.03m)",АН-94 «Абакан»,16.03,Ivaan,Sizuy
2023-11-16 15:29:01,"Ivaan убил Tolik (АН-94 «Абакан», 4.17m)",АН-94 «Абакан»,4.17,Ivaan,Tolik
2023-11-16 15:29:09,"Ivaan убил TERMENATOR.03.RUS (АН-94 «Абакан», 14.46m)",АН-94 «Абакан»,14.46,Ivaan,TERMENATOR.03.RUS
2023-11-16 15:29:50,"ruso убил Afabazol (AK-101, 3.52m)",AK-101,3.52,ruso,Afabazol
2023-11-16 15:36:06,"Ygrumiy убил Sizuy (Škorpion vz. 64, 0.38m)",Škorpion vz. 64,0.38,Ygrumiy,Sizuy
2023-11-16 15:37:04,"Jumbo убил Demon (МР-133, 19.91m)",МР-133,19.91,Jumbo,Demon
2023-11-16 15:40:36,"Ilya newsman убил Demon (МР-133, 2.73m)",МР-133,2.73,Ilya newsman,Demon
2023-11-16 15:51:34,"BuTaMuHku убил dolbaeb1que (Škorpion vz. 64, 4.0m)",Škorpion vz. 64,4.0,BuTaMuHku,dolbaeb1que
2023-11-16 15:58:59,"intel xeon DAGESTAN  убил Jumbo (M16A4, 266.46m)",M16A4,266.46,intel xeon DAGESTAN ,Jumbo
2023-11-16 16:03:49,"[Delta Cry]Koke* убил STray (Застава М59/66, 7.86m)",Застава М59/66,7.86,[Delta Cry]Koke*,STray
2023-11-16 16:04:04,"[Delta Cry]Koke* убил ghostikLoveisN (Застава М59/66, 10.11m)",Застава М59/66,10.11,[Delta Cry]Koke*,ghostikLoveisN
2023-11-16 16:05:07,"San'Ka убил MAKTPAXEP (Н&К-416, 15.02m)",Н&К-416,15.02,San'Ka,MAKTPAXEP
2023-11-16 16:09:43,"Sizuy убил TERMENATOR.03.RUS (Кукри, 1.71m)",Кукри,1.71,Sizuy,TERMENATOR.03.RUS
2023-11-16 16:12:53,"Ivaan убил intel xeon DAGESTAN  (АН-94 «Абакан», 1.47m)",АН-94 «Абакан»,1.47,Ivaan,intel xeon DAGESTAN 
2023-11-16 16:18:55,"Enotama убил Sizuy (Glock-19, 19.17m)",Glock-19,19.17,Enotama,Sizuy
2023-11-16 16:21:26,"Papai убил Tolik (M16A4, 42.51m)",M16A4,42.51,Papai,Tolik
2023-11-16 16:27:51,"Sketchers убил po0990800 (CZ-550 Lux, 63.15m)",CZ-550 Lux,63.15,Sketchers,po0990800
2023-11-16 16:34:08,":heart_on_fire: убил PoLkovnick (FN SCAR-H, 40.82m)",FN SCAR-H,40.82,:heart_on_fire:,PoLkovnick
2023-11-16 17:09:14,"Sed убил Lawless (АКС-74У, 10.81m)",АКС-74У,10.81,Sed,Lawless
2023-11-16 17:09:58,"SosiskaKiller убил Polkovnik_na_bereg (МР-133, 8.24m)",МР-133,8.24,SosiskaKiller,Polkovnik_na_bereg
2023-11-16 17:11:38,"Sketchers убил Drotik (AK-104, 16.38m)",AK-104,16.38,Sketchers,Drotik
2023-11-16 17:16:26,"Sketchers убил Afabazol (AK-104, 13.49m)",AK-104,13.49,Sketchers,Afabazol
2023-11-16 17:18:58,"San'Ka убил supa (Н&К-416, 22.48m)",Н&К-416,22.48,San'Ka,supa
2023-11-16 17:22:12,"d1mqaaa убил Bloody (AK-105, 5.22m)",AK-105,5.22,d1mqaaa,Bloody
2023-11-16 17:22:24,"intel xeon DAGESTAN  убил TERMENATOR.03.RUS (АН-94M «Абакан», 2.46m)",АН-94M «Абакан»,2.46,intel xeon DAGESTAN ,TERMENATOR.03.RUS
2023-11-16 17:24:26,"intel xeon DAGESTAN  убил Sizuy (АН-94M «Абакан», 2.57m)",АН-94M «Абакан»,2.57,intel xeon DAGESTAN ,Sizuy
2023-11-16 17:24:31,"intel xeon DAGESTAN  убил Tolik (АН-94M «Абакан», 7.27m)",АН-94M «Абакан»,7.27,intel xeon DAGESTAN ,Tolik
2023-11-16 17:29:30,"GRUVCHIE убил VETER (Blaser B95 Luxus, 72.46m)",Blaser B95 Luxus,72.46,GRUVCHIE,VETER
2023-11-16 17:35:04,"Damping убил supa (ИЖ70-17A, 4.4m)",ИЖ70-17A,4.4,Damping,supa
2023-11-16 17:35:58,"Motty убил dolbaeb1que (Springfield Armory M1A, 74.99m)",Springfield Armory M1A,74.99,Motty,dolbaeb1que
2023-11-16 17:40:17,"Varyag убил dolbaeb1que (Топор пожарного, 1.2m)",Топор пожарного,1.2,Varyag,dolbaeb1que
2023-11-16 17:45:53,"Sablya убил GRUVCHIE (Winchester Model 1892, 1.62m)",Winchester Model 1892,1.62,Sablya,GRUVCHIE
2023-11-16 17:48:33,"Sketchers убил DereK (Blaser B95 Luxus, 192.63m)",Blaser B95 Luxus,192.63,Sketchers,DereK
2023-11-16 17:49:09,"Danzeku убил Ural'skiy (Steyr AUG A1 Carbine, 1.94m)",Steyr AUG A1 Carbine,1.94,Danzeku,Ural'skiy
2023-11-16 17:49:35,"GERA убил Maxxcr (CZ-527, 164.56m)",CZ-527,164.56,GERA,Maxxcr
2023-11-16 17:59:20,"rumpZz убил supa (МР-133, 19.62m)",МР-133,19.62,rumpZz,supa
2023-11-16 18:05:54,"Danzeku убил BuTaMuHku (Steyr AUG A1 Carbine, 5.76m)",Steyr AUG A1 Carbine,5.76,Danzeku,BuTaMuHku
2023-11-16 18:08:03,"GERA убил GRUVCHIE (CZ-527, 190.47m)",CZ-527,190.47,GERA,GRUVCHIE
2023-11-16 18:13:16,"Sablya убил SosiskaKiller (Винтовка Мосина, 141.41m)",Винтовка Мосина,141.41,Sablya,SosiskaKiller
2023-11-16 18:13:50,"Sablya убил rumpZz (АК-12, 73.61m)",АК-12,73.61,Sablya,rumpZz
2023-11-16 18:17:36,"teryles убил Ural'skiy (АКС-74У, 2.47m)",АКС-74У,2.47,teryles,Ural'skiy
2023-11-16 18:17:42,"RedOrm убил teryles (AK-105, 21.0m)",AK-105,21.0,RedOrm,teryles
2023-11-16 18:17:54,"GERA убил Danzeku (CZ-527, 180.84m)",CZ-527,180.84,GERA,Danzeku
2023-11-16 18:19:26,"Sova убил Sablya (Винтовка Мосина, 97.07m)",Винтовка Мосина,97.07,Sova,Sablya
2023-11-16 18:20:00,"Sova убил Polkovnik_na_bereg (Застава М59/66, 26.97m)",Застава М59/66,26.97,Sova,Polkovnik_na_bereg
2023-11-16 18:20:09,"LonelyTea убил Denis76 (Топорик, 2.23m)",Топорик,2.23,LonelyTea,Denis76
2023-11-16 18:20:28,"Sova убил Doza (Застава М59/66, 20.62m)",Застава М59/66,20.62,Sova,Doza
2023-11-16 18:20:44,"Sova убил GOSHA (Застава М59/66, 16.41m)",Застава М59/66,16.41,Sova,GOSHA
2023-11-16 18:23:42,"SosiskaKiller убил Ital (Бейсбольная бита, 1.18m)",Бейсбольная бита,1.18,SosiskaKiller,Ital
2023-11-16 18:38:43,"Sablya убил Danzeku (ИЖ-18, 6.72m)",ИЖ-18,6.72,Sablya,Danzeku
2023-11-16 18:41:38,"Moonlight убил GOSHA (Бизон-2-02, 15.73m)",Бизон-2-02,15.73,Moonlight,GOSHA
2023-11-16 18:43:04,"Ygrumiy убил Sablya (МР-133, 1.13m)",МР-133,1.13,Ygrumiy,Sablya
2023-11-16 18:43:59,"Ygrumiy убил Polkovnik_na_bereg (CZ-550 Lux, 7.14m)",CZ-550 Lux,7.14,Ygrumiy,Polkovnik_na_bereg
2023-11-16 18:45:19,"PE4EHb убил TJLANS (АН-94 «Абакан», 24.93m)",АН-94 «Абакан»,24.93,PE4EHb,TJLANS
2023-11-16 18:47:37,"Polkovnik_na_bereg убил KUCHER_200 (Каменный нож, 0.9m)",Каменный нож,0.9,Polkovnik_na_bereg,KUCHER_200
2023-11-16 18:49:15,"Polkovnik_na_bereg убил d.a.sagirov (Каменный нож, 0.66m)",Каменный нож,0.66,Polkovnik_na_bereg,d.a.sagirov
2023-11-16 18:53:36,"godgigat убил LonelyTea (M14 DMR, 51.63m)",M14 DMR,51.63,godgigat,LonelyTea
2023-11-16 19:07:16,"rumpZz убил Jumbo (ИЖ-43, 15.82m)",ИЖ-43,15.82,rumpZz,Jumbo
2023-11-16 19:12:52,"d1mqaaa убил plexa (M24, 168.25m)",M24,168.25,d1mqaaa,plexa
2023-11-16 19:15:40,"d1mqaaa убил GORA (M24, 89.0m)",M24,89.0,d1mqaaa,GORA
2023-11-16 19:30:23,"P0N9SHKA убил ValenOK (Glock-19, 9.12m)",Glock-19,9.12,P0N9SHKA,ValenOK
2023-11-16 19:40:51,"Elroy убил Sed (FN SCAR-H, 6.07m)",FN SCAR-H,6.07,Elroy,Sed
2023-11-16 19:43:20,"intel xeon DAGESTAN  убил GodvIn (АН-94M «Абакан», 7.33m)",АН-94M «Абакан»,7.33,intel xeon DAGESTAN ,GodvIn
2023-11-16 19:43:28,"ARTI200 убил intel xeon DAGESTAN  (FN SCAR-H, 62.58m)",FN SCAR-H,62.58,ARTI200,intel xeon DAGESTAN 
2023-11-16 19:43:59,"KUCHER_200 убил TypNsT (Blaser B95 Luxus, 259.69m)",Blaser B95 Luxus,259.69,KUCHER_200,TypNsT
2023-11-16 19:44:05,"Enotama убил ValenOK (МР-133, 2.23m)",МР-133,2.23,Enotama,ValenOK
2023-11-16 19:46:06,"d1mqaaa убил ugodnik (AK-105, 6.06m)",AK-105,6.06,d1mqaaa,ugodnik
2023-11-16 19:46:08,"Elroy убил d1mqaaa (FN SCAR-H, 4.14m)",FN SCAR-H,4.14,Elroy,d1mqaaa
2023-11-16 19:54:38,"Hkeindado убил KUCHER_200 (CZ-550 Lux, 196.94m)",CZ-550 Lux,196.94,Hkeindado,KUCHER_200
2023-11-16 19:54:56,"ARTI200 убил Hkeindado (Blaser B95 Luxus, 207.95m)",Blaser B95 Luxus,207.95,ARTI200,Hkeindado
2023-11-16 20:02:05,"ghostikLoveisN убил P0N9SHKA (Ruger 10/22, 43.63m)",Ruger 10/22,43.63,ghostikLoveisN,P0N9SHKA
2023-11-16 20:02:12,"vanya4real убил Elroy (АН-94M «Абакан», 6.94m)",АН-94M «Абакан»,6.94,vanya4real,Elroy
2023-11-16 20:02:28,"Enotama убил ghostikLoveisN (Ruger Mk II, 2.26m)",Ruger Mk II,2.26,Enotama,ghostikLoveisN
2023-11-16 20:08:40,"ARTI200 убил varg.ggplay (АК-12, 2.59m)",АК-12,2.59,ARTI200,varg.ggplay
2023-11-16 20:08:47,"ondi убил YAna_Chlene (CZ-527, 235.34m)",CZ-527,235.34,ondi,YAna_Chlene
2023-11-16 20:12:08,"intel xeon DAGESTAN  убил - (AKM, 18.18m)",AKM,18.18,intel xeon DAGESTAN ,-
2023-11-16 20:16:45,"vanya4real убил dolbaeb1que (M14 DMR, 55.55m)",M14 DMR,55.55,vanya4real,dolbaeb1que
2023-11-16 20:19:04,"/Marabunda/ WINZOOR убил PE4EHb (СВТ-40, 98.36m)",СВТ-40,98.36,/Marabunda/ WINZOOR,PE4EHb
2023-11-16 20:19:06,"/Marabunda/ Evi убил andra (AKM, 3.38m)",AKM,3.38,/Marabunda/ Evi,andra
2023-11-16 20:20:24,"vanya4real убил Sanya Slark (АН-94M «Абакан», 82.96m)",АН-94M «Абакан»,82.96,vanya4real,Sanya Slark
2023-11-16 20:24:24,"skipper убил KUCHER_200 (АН-94 «Абакан», 13.44m)",АН-94 «Абакан»,13.44,skipper,KUCHER_200
2023-11-16 20:27:19,"/Marabunda/ Evi убил Steewe (AKM, 66.16m)",AKM,66.16,/Marabunda/ Evi,Steewe
2023-11-16 20:28:01,"HXSXGI убил NoMad (CZ-527, 186.47m)",CZ-527,186.47,HXSXGI,NoMad
2023-11-16 20:28:20,"d1mqaaa убил /Marabunda/ NaKoleni (AK-101, 34.55m)",AK-101,34.55,d1mqaaa,/Marabunda/ NaKoleni
2023-11-16 20:28:40,". <3 убил Tokar (CZ-550 Lux, 200.76m)",CZ-550 Lux,200.76,. <3,Tokar
2023-11-16 20:31:13,"P0N9SHKA убил SeniorPomidor (Škorpion vz. 64, 2.85m)",Škorpion vz. 64,2.85,P0N9SHKA,SeniorPomidor
2023-11-16 20:33:20,". <3 убил Solova_Grad (АН-94 «Абакан», 9.18m)",АН-94 «Абакан»,9.18,. <3,Solova_Grad
2023-11-16 20:38:28,"/Marabunda/ WINZOOR убил OwnedOmg (M16A4, 7.85m)",M16A4,7.85,/Marabunda/ WINZOOR,OwnedOmg
2023-11-16 20:38:38,"HXSXGI убил ARTI200 (Škorpion vz. 64, 9.32m)",Škorpion vz. 64,9.32,HXSXGI,ARTI200
2023-11-16 20:38:58,"Rimas убил /Marabunda/ Evi (СВТ-40, 72.25m)",СВТ-40,72.25,Rimas,/Marabunda/ Evi
2023-11-16 20:39:38,"Rimas убил /Marabunda/ WINZOOR (СВТ-40, 31.4m)",СВТ-40,31.4,Rimas,/Marabunda/ WINZOOR
2023-11-16 20:39:38,"/Marabunda/ WINZOOR убил Rimas (M16A4, 31.4m)",M16A4,31.4,/Marabunda/ WINZOOR,Rimas
2023-11-16 20:39:43,"Doza убил Raf (Glock-19, 1.6m)",Glock-19,1.6,Doza,Raf
2023-11-16 20:52:48,"[FSIN] stepler убил cappuccino (МР-133, 13.88m)",МР-133,13.88,[FSIN] stepler,cappuccino
2023-11-16 20:52:53,"intel xeon DAGESTAN  убил GodvIn (AKM, 8.14m)",AKM,8.14,intel xeon DAGESTAN ,GodvIn
2023-11-16 20:55:20,"[S-POOL]Efiop убил KUCHER_200 (АКС-74У, 21.52m)",АКС-74У,21.52,[S-POOL]Efiop,KUCHER_200
2023-11-16 20:57:59,"Gosha Ledokol убил cappuccino (Škorpion vz. 64, 6.29m)",Škorpion vz. 64,6.29,Gosha Ledokol,cappuccino
2023-11-16 21:00:01,"NeKiT_KA убил TypNsT (FN SCAR-L CQC, 1.61m)",FN SCAR-L CQC,1.61,NeKiT_KA,TypNsT
2023-11-16 21:00:15,"NeKiT_KA убил intel xeon DAGESTAN  (FN SCAR-L CQC, 3.6m)",FN SCAR-L CQC,3.6,NeKiT_KA,intel xeon DAGESTAN 
